text_type,doc_id,cluster
commit_messages,1277,0
commit_messages,1278,0
commit_messages,1279,0
commit_messages,1280,0
commit_messages,1281,0
commit_messages,1282,0
commit_messages,1283,3
commit_messages,1284,0
commit_messages,1285,3
commit_messages,1286,2
commit_messages,1287,1
commit_messages,1288,1
commit_messages,1289,3
commit_messages,1290,0
commit_messages,1291,0
commit_messages,1292,0
commit_messages,1293,3
commit_messages,1294,0
commit_messages,1295,3
commit_messages,1296,1
commit_messages,1297,3
commit_messages,1298,3
commit_messages,1299,1
commit_messages,1300,1
commit_messages,1301,0
commit_messages,1302,1
commit_messages,1303,0
commit_messages,1304,0
commit_messages,1305,0
commit_messages,1306,3
commit_messages,1307,1
commit_messages,1308,3
commit_messages,1309,1
commit_messages,1310,3
commit_messages,1311,3
commit_messages,1312,3
commit_messages,1313,0
commit_messages,1314,1
commit_messages,1315,0
commit_messages,1316,0
commit_messages,1317,0
commit_messages,1318,1
commit_messages,1319,1
commit_messages,1320,1
commit_messages,1321,1
commit_messages,1322,1
commit_messages,1323,1
commit_messages,1324,3
commit_messages,1325,1
commit_messages,1326,1
commit_messages,1327,1
commit_messages,1328,1
commit_messages,1329,0
commit_messages,1330,1
commit_messages,1331,0
commit_messages,1332,0
commit_messages,1333,1
commit_messages,1334,1
commit_messages,1335,1
commit_messages,1336,0
commit_messages,1337,0
commit_messages,1338,0
commit_messages,1339,1
commit_messages,1340,1
commit_messages,1341,0
commit_messages,1342,0
commit_messages,1343,0
commit_messages,1344,3
commit_messages,1345,3
commit_messages,1346,0
commit_messages,1347,0
commit_messages,1348,1
commit_messages,1349,1
commit_messages,1350,0
commit_messages,1351,3
commit_messages,1352,0
commit_messages,1353,3
commit_messages,1354,0
commit_messages,1355,3
commit_messages,1356,0
